año,mes,fecha,barrio,distrito,latitud,longitud,precio_habitacion_eur,precio_vs_beca_mec_eur,anuncios_activos,matches_realizados,usuarios_activos_mes,pct_erasmus,eco_score,co2_ahorrado_kg_mes,pct_transporte_publico,distancia_universidad_km,tiempo_desplazamiento_min,indice_accesibilidad_beca,demanda_estimada_estudiantes,ratio_oferta_demanda,fraudes_detectados,contratos_digitales_firmados,satisfaccion_media,ods11_precio_accesible,alerta_precio_accesibilidad,universidad_referencia,perfil_dominante
2024,6,2024-06-01,El Pla del Remei,Eixample,39.467,-0.373,466,116,44,13,132,0.21,C,327,0.62,3.1,24,133.1,411,0.11,2,7,4.4,NO,CRITICO,UV,ESTUDIANTE
2024,6,2024-06-01,Mestalla,Quatre Carreres,39.465,-0.365,376,26,27,8,50,0.15,D,214,0.52,4.4,35,107.4,136,0.2,0,4,3.3,SI,ALTO,UPV,ESTUDIANTE
2024,6,2024-06-01,La Saïdia,La Saïdia,39.478,-0.375,380,30,39,12,123,0.36,A,292,0.67,4.4,34,108.6,444,0.09,2,6,4.5,SI,ALTO,UV,JOVEN_PROFESIONAL
2024,6,2024-06-01,Benicalap,Benicalap,39.49,-0.38,324,-26,60,33,109,0.39,B,761,0.69,2.1,22,92.6,371,0.16,4,25,3.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,6,2024-06-01,Orriols,La Saïdia,39.485,-0.368,301,-49,45,29,157,0.2,D,651,0.42,3.4,30,86,458,0.1,2,25,4.8,SI,BAJO,UV,ESTUDIANTE
2024,6,2024-06-01,Torrefiel,La Saïdia,39.487,-0.362,301,-49,48,30,76,0.29,D,677,0.66,4.9,45,86,250,0.19,3,25,3.1,SI,BAJO,UV,ERASMUS
2024,6,2024-06-01,Ciutat Universitaria,Algirós,39.482,-0.345,373,23,54,20,97,0.25,B,316,0.79,2.4,24,106.6,289,0.19,3,12,3.3,SI,ALTO,UPV,ERASMUS
2024,6,2024-06-01,Arrancapins,Patraix,39.458,-0.375,338,-12,56,15,159,0.43,A,310,0.78,2.3,23,96.6,502,0.11,4,8,4.2,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,7,2024-07-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,416,66,47,22,144,0.37,B,603,0.67,4.6,40,118.9,391,0.12,3,15,4.4,NO,ALTO,UV,JOVEN_PROFESIONAL
2024,7,2024-07-01,Benimaclet,Benimaclet,39.4815,-0.357,373,23,44,27,140,0.14,B,677,0.43,1.9,21,106.6,366,0.12,2,22,4.5,SI,ALTO,UPV,ESTUDIANTE
2024,7,2024-07-01,El Carmen,Ciutat Vella,39.4735,-0.3775,411,61,56,24,142,0.44,C,296,0.44,2.1,22,117.4,416,0.13,4,16,3.9,NO,ALTO,UV,JOVEN_PROFESIONAL
2024,7,2024-07-01,Campanar,Campanar,39.451,-0.339,341,-9,59,19,179,0.14,C,215,0.56,4.7,35,97.4,523,0.11,4,11,4.4,SI,MEDIO,UPV,ESTUDIANTE
2024,7,2024-07-01,Patraix,Patraix,39.4605,-0.3605,319,-31,37,17,107,0.31,A,485,0.82,2.9,22,91.1,345,0.11,1,12,4.3,SI,BAJO,UPV,ERASMUS
2024,7,2024-07-01,Algirós,Algirós,39.478,-0.3395,351,1,52,17,90,0.37,A,318,0.55,3.7,29,100.3,331,0.16,3,10,3.2,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,7,2024-07-01,Extramurs,Extramurs,39.469,-0.382,387,37,50,19,135,0.29,B,415,0.61,4.5,39,110.6,371,0.13,3,12,4.1,SI,ALTO,UV,ERASMUS
2024,7,2024-07-01,El Pla del Remei,Eixample,39.467,-0.373,442,92,51,25,167,0.21,B,709,0.79,1.6,19,126.3,428,0.12,3,18,4.6,NO,CRITICO,UV,ESTUDIANTE
2024,7,2024-07-01,Mestalla,Quatre Carreres,39.465,-0.365,383,33,28,18,80,0.33,A,509,0.8,1.2,16,109.4,268,0.1,0,15,4.2,SI,ALTO,UPV,ERASMUS
2024,7,2024-07-01,La Saïdia,La Saïdia,39.478,-0.375,365,15,47,24,117,0.42,C,383,0.77,2.7,24,104.3,402,0.12,3,17,3.9,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,7,2024-07-01,Benicalap,Benicalap,39.49,-0.38,330,-20,37,10,93,0.38,A,240,0.69,1.6,16,94.3,371,0.1,1,5,3.9,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,7,2024-07-01,Orriols,La Saïdia,39.485,-0.368,298,-52,38,24,61,0.33,A,378,0.77,4.3,40,85.1,194,0.2,1,20,3.1,SI,BAJO,UV,ERASMUS
2024,7,2024-07-01,Torrefiel,La Saïdia,39.487,-0.362,273,-77,52,32,173,0.11,B,563,0.51,3.1,28,78,454,0.11,3,26,4.6,SI,BAJO,UV,ESTUDIANTE
2024,7,2024-07-01,Ciutat Universitaria,Algirós,39.482,-0.345,373,23,48,14,143,0.19,B,308,0.71,3.3,33,106.6,480,0.1,3,8,4.3,SI,ALTO,UPV,ESTUDIANTE
2024,7,2024-07-01,Arrancapins,Patraix,39.458,-0.375,343,-7,39,24,109,0.13,D,631,0.42,3.3,35,98,405,0.1,2,20,4.2,SI,MEDIO,UV,ESTUDIANTE
2024,8,2024-08-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,439,89,54,18,140,0.39,B,527,0.69,2.8,25,125.4,540,0.1,3,10,4,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Benimaclet,Benimaclet,39.4815,-0.357,386,36,30,9,105,0.42,B,200,0.36,3.9,29,110.3,356,0.08,1,5,4.8,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,8,2024-08-01,El Carmen,Ciutat Vella,39.4735,-0.3775,405,55,36,11,111,0.38,B,245,0.61,4.6,40,115.7,327,0.11,1,6,4.4,NO,ALTO,UV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Campanar,Campanar,39.451,-0.339,335,-15,40,21,72,0.37,B,482,0.8,2.6,27,95.7,214,0.19,2,15,3.3,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Patraix,Patraix,39.4605,-0.3605,319,-31,33,12,73,0.12,A,138,0.79,1,12,91.1,254,0.13,1,7,3.6,SI,BAJO,UPV,ESTUDIANTE
2024,8,2024-08-01,Algirós,Algirós,39.478,-0.3395,348,-2,31,15,59,0.19,A,155,0.76,1.3,13,99.4,225,0.14,1,10,3.4,SI,MEDIO,UPV,ESTUDIANTE
2024,8,2024-08-01,Extramurs,Extramurs,39.469,-0.382,397,47,48,17,124,0.21,A,242,0.67,3.1,23,113.4,422,0.11,3,10,4,SI,ALTO,UV,ESTUDIANTE
2024,8,2024-08-01,El Pla del Remei,Eixample,39.467,-0.373,442,92,43,24,105,0.28,B,678,0.74,3,32,126.3,298,0.14,2,19,3.8,NO,CRITICO,UV,ERASMUS
2024,8,2024-08-01,Mestalla,Quatre Carreres,39.465,-0.365,362,12,59,18,162,0.42,D,317,0.38,2,20,103.4,464,0.13,4,10,4.1,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,8,2024-08-01,La Saïdia,La Saïdia,39.478,-0.375,351,1,33,14,63,0.17,C,296,0.68,2.2,23,100.3,201,0.16,1,9,3.4,SI,MEDIO,UV,ESTUDIANTE
2024,8,2024-08-01,Benicalap,Benicalap,39.49,-0.38,304,-46,51,16,79,0.37,C,395,0.66,2.9,30,86.9,260,0.2,3,9,3,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Orriols,La Saïdia,39.485,-0.368,283,-67,48,21,101,0.36,D,598,0.47,4.3,31,80.9,292,0.16,3,14,3.5,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Torrefiel,La Saïdia,39.487,-0.362,291,-59,49,26,91,0.4,B,328,0.52,3.8,36,83.1,325,0.15,3,19,3.3,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Ciutat Universitaria,Algirós,39.482,-0.345,351,1,41,12,142,0.39,C,216,0.63,2.8,27,100.3,400,0.1,2,6,4.8,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,8,2024-08-01,Arrancapins,Patraix,39.458,-0.375,325,-25,50,19,163,0.44,D,435,0.48,4.6,39,92.9,545,0.09,3,12,4.6,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,9,2024-09-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,437,87,39,23,111,0.44,C,390,0.84,1.4,19,124.9,433,0.09,2,18,4.2,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,9,2024-09-01,Benimaclet,Benimaclet,39.4815,-0.357,389,39,51,17,162,0.27,A,451,0.4,4.8,41,111.1,579,0.09,3,10,4.5,SI,ALTO,UPV,ERASMUS
2024,9,2024-09-01,El Carmen,Ciutat Vella,39.4735,-0.3775,411,61,35,13,71,0.13,A,172,0.57,2.2,20,117.4,235,0.15,1,8,3.5,NO,ALTO,UV,ESTUDIANTE
2024,9,2024-09-01,Campanar,Campanar,39.451,-0.339,337,-13,27,17,94,0.33,A,365,0.75,1.2,11,96.3,296,0.09,0,14,4.8,SI,MEDIO,UPV,ERASMUS
2024,9,2024-09-01,Patraix,Patraix,39.4605,-0.3605,323,-27,54,18,88,0.24,B,309,0.55,3.8,37,92.3,330,0.16,3,10,3.1,SI,MEDIO,UPV,ERASMUS
2024,9,2024-09-01,Algirós,Algirós,39.478,-0.3395,337,-13,59,31,198,0.24,D,337,0.51,4.3,40,96.3,696,0.08,4,23,4.7,SI,MEDIO,UPV,ERASMUS
2024,9,2024-09-01,Extramurs,Extramurs,39.469,-0.382,374,24,45,22,74,0.32,C,393,0.42,1.1,13,106.9,196,0.23,2,16,3.1,SI,ALTO,UV,ERASMUS
2024,9,2024-09-01,El Pla del Remei,Eixample,39.467,-0.373,468,118,36,16,67,0.31,A,329,0.54,3.2,23,133.7,263,0.14,1,11,3.3,NO,CRITICO,UV,ERASMUS
2024,9,2024-09-01,Mestalla,Quatre Carreres,39.465,-0.365,387,37,52,32,154,0.42,D,386,0.58,4.4,31,110.6,600,0.09,3,26,4.3,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,9,2024-09-01,La Saïdia,La Saïdia,39.478,-0.375,356,6,38,23,83,0.26,B,493,0.36,3.2,26,101.7,287,0.13,1,18,3.6,SI,MEDIO,UV,ERASMUS
2024,9,2024-09-01,Benicalap,Benicalap,39.49,-0.38,285,-65,52,24,118,0.41,B,341,0.45,1.4,15,81.4,316,0.16,3,17,3.7,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,9,2024-09-01,Orriols,La Saïdia,39.485,-0.368,278,-72,29,16,91,0.31,B,328,0.62,2.5,25,79.4,254,0.11,0,12,4.5,SI,BAJO,UV,ERASMUS
2024,9,2024-09-01,Torrefiel,La Saïdia,39.487,-0.362,265,-85,56,22,109,0.42,B,376,0.78,3,31,75.7,292,0.19,4,14,3.4,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,9,2024-09-01,Ciutat Universitaria,Algirós,39.482,-0.345,368,18,34,19,87,0.2,C,204,0.73,4.7,40,105.1,310,0.11,1,15,3.9,SI,MEDIO,UPV,ESTUDIANTE
2024,9,2024-09-01,Arrancapins,Patraix,39.458,-0.375,336,-14,30,13,57,0.36,B,299,0.37,3.7,37,96,220,0.14,1,9,3.4,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,10,2024-10-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,440,90,58,35,87,0.31,C,1009,0.39,3,32,125.7,340,0.17,4,28,3,NO,CRITICO,UV,ERASMUS
2024,10,2024-10-01,Benimaclet,Benimaclet,39.4815,-0.357,376,26,55,24,142,0.26,D,655,0.73,2.1,17,107.4,428,0.13,3,16,4,SI,ALTO,UPV,ERASMUS
2024,10,2024-10-01,El Carmen,Ciutat Vella,39.4735,-0.3775,424,74,56,31,179,0.38,D,330,0.59,1.1,17,121.1,661,0.08,4,24,4.5,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,10,2024-10-01,Campanar,Campanar,39.451,-0.339,360,10,42,23,70,0.14,B,312,0.46,1.1,17,102.9,274,0.15,2,18,3.2,SI,MEDIO,UPV,ESTUDIANTE
2024,10,2024-10-01,Patraix,Patraix,39.4605,-0.3605,297,-53,27,9,94,0.2,A,184,0.4,3.8,31,84.9,252,0.11,0,5,4.8,SI,BAJO,UPV,ESTUDIANTE
2024,10,2024-10-01,Algirós,Algirós,39.478,-0.3395,333,-17,38,24,79,0.25,D,442,0.38,1.6,19,95.1,258,0.15,1,20,3.5,SI,MEDIO,UPV,ERASMUS
2024,10,2024-10-01,Extramurs,Extramurs,39.469,-0.382,390,40,48,29,121,0.37,A,721,0.36,1.3,16,111.4,381,0.13,3,23,3.9,SI,ALTO,UV,JOVEN_PROFESIONAL
2024,10,2024-10-01,El Pla del Remei,Eixample,39.467,-0.373,437,87,31,15,57,0.45,C,405,0.64,4.4,41,124.9,151,0.21,1,11,3.3,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,10,2024-10-01,Mestalla,Quatre Carreres,39.465,-0.365,366,16,48,20,156,0.29,C,216,0.43,1.4,11,104.6,469,0.1,3,13,4.6,SI,MEDIO,UPV,ERASMUS
2024,10,2024-10-01,La Saïdia,La Saïdia,39.478,-0.375,348,-2,51,21,81,0.24,A,408,0.73,1.5,16,99.4,249,0.2,3,13,3.1,SI,MEDIO,UV,ERASMUS
2024,10,2024-10-01,Benicalap,Benicalap,39.49,-0.38,292,-58,55,33,154,0.12,D,832,0.7,3.8,30,83.4,437,0.13,3,26,4.2,SI,BAJO,UV,ESTUDIANTE
2024,10,2024-10-01,Orriols,La Saïdia,39.485,-0.368,310,-40,37,17,115,0.36,D,349,0.49,4.5,39,88.6,449,0.08,1,11,4.4,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,10,2024-10-01,Torrefiel,La Saïdia,39.487,-0.362,294,-56,54,14,134,0.13,D,234,0.39,1.7,18,84,491,0.11,3,7,3.9,SI,BAJO,UV,ESTUDIANTE
2024,10,2024-10-01,Ciutat Universitaria,Algirós,39.482,-0.345,382,32,59,19,107,0.27,A,212,0.7,4.1,36,109.1,424,0.14,4,11,3.3,SI,ALTO,UPV,ERASMUS
2024,10,2024-10-01,Arrancapins,Patraix,39.458,-0.375,313,-37,46,16,147,0.42,B,168,0.57,4.1,34,89.4,425,0.11,2,9,4.5,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,11,2024-11-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,437,87,37,19,63,0.17,A,375,0.36,3.2,30,124.9,222,0.17,1,14,3.2,NO,CRITICO,UV,ESTUDIANTE
2024,11,2024-11-01,Benimaclet,Benimaclet,39.4815,-0.357,388,38,53,15,118,0.29,D,188,0.43,2,20,110.9,376,0.14,3,8,3.7,SI,ALTO,UPV,ERASMUS
2024,11,2024-11-01,El Carmen,Ciutat Vella,39.4735,-0.3775,407,57,42,26,145,0.12,C,462,0.54,3.9,32,116.3,401,0.1,2,21,4.8,NO,ALTO,UV,ESTUDIANTE
2024,11,2024-11-01,Campanar,Campanar,39.451,-0.339,362,12,38,16,61,0.4,A,313,0.78,4,37,103.4,227,0.17,2,10,3.1,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,11,2024-11-01,Patraix,Patraix,39.4605,-0.3605,325,-25,59,38,117,0.13,C,884,0.53,3.7,28,92.9,403,0.15,4,32,3.4,SI,MEDIO,UPV,ESTUDIANTE
2024,11,2024-11-01,Algirós,Algirós,39.478,-0.3395,324,-26,47,20,89,0.39,B,204,0.47,1.5,14,92.6,236,0.2,3,13,3.3,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,11,2024-11-01,Extramurs,Extramurs,39.469,-0.382,385,35,44,11,146,0.32,A,208,0.4,3.6,30,110,394,0.11,2,6,4.6,SI,ALTO,UV,ERASMUS
2024,11,2024-11-01,El Pla del Remei,Eixample,39.467,-0.373,458,108,52,16,81,0.43,D,234,0.81,3.5,36,130.9,258,0.2,3,9,3,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,11,2024-11-01,Mestalla,Quatre Carreres,39.465,-0.365,364,14,51,31,175,0.32,B,454,0.58,1.5,12,104,462,0.11,3,25,4.7,SI,MEDIO,UPV,ERASMUS
2024,11,2024-11-01,La Saïdia,La Saïdia,39.478,-0.375,368,18,42,21,67,0.33,C,401,0.69,4.7,36,105.1,238,0.18,2,15,3.1,SI,MEDIO,UV,ERASMUS
2024,11,2024-11-01,Benicalap,Benicalap,39.49,-0.38,323,-27,28,10,51,0.42,D,147,0.8,4.1,35,92.3,191,0.15,0,6,3.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,11,2024-11-01,Orriols,La Saïdia,39.485,-0.368,292,-58,57,20,150,0.12,D,547,0.43,2.2,25,83.4,444,0.13,4,12,4,SI,BAJO,UV,ESTUDIANTE
2024,11,2024-11-01,Torrefiel,La Saïdia,39.487,-0.362,307,-43,57,16,141,0.18,D,235,0.5,2,24,87.7,547,0.1,4,8,3.9,SI,BAJO,UV,ESTUDIANTE
2024,11,2024-11-01,Ciutat Universitaria,Algirós,39.482,-0.345,362,12,31,18,98,0.41,B,285,0.75,3.7,28,103.4,289,0.11,1,14,4.5,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,11,2024-11-01,Arrancapins,Patraix,39.458,-0.375,316,-34,40,19,97,0.21,A,412,0.72,3.5,26,90.3,266,0.15,2,13,3.8,SI,BAJO,UV,ESTUDIANTE
2024,12,2024-12-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,459,109,39,17,82,0.22,A,373,0.53,2.2,21,131.1,325,0.12,2,11,3.5,NO,CRITICO,UV,ERASMUS
2024,12,2024-12-01,Benimaclet,Benimaclet,39.4815,-0.357,387,37,43,14,132,0.28,D,411,0.55,2.5,18,110.6,365,0.12,2,8,4.4,SI,ALTO,UPV,ERASMUS
2024,12,2024-12-01,El Carmen,Ciutat Vella,39.4735,-0.3775,416,66,55,34,149,0.16,A,521,0.47,1.6,21,118.9,404,0.14,3,28,4.1,NO,ALTO,UV,ESTUDIANTE
2024,12,2024-12-01,Campanar,Campanar,39.451,-0.339,368,18,46,21,98,0.16,B,260,0.37,4.5,32,105.1,349,0.13,2,14,3.6,SI,MEDIO,UPV,ESTUDIANTE
2024,12,2024-12-01,Patraix,Patraix,39.4605,-0.3605,334,-16,47,23,148,0.45,D,305,0.62,4.6,42,95.4,502,0.09,3,16,4.5,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,12,2024-12-01,Algirós,Algirós,39.478,-0.3395,357,7,32,17,78,0.16,B,363,0.83,4.6,41,102,275,0.12,1,13,3.9,SI,MEDIO,UPV,ESTUDIANTE
2024,12,2024-12-01,Extramurs,Extramurs,39.469,-0.382,409,59,31,10,48,0.33,B,138,0.41,1.8,23,116.9,155,0.2,1,6,3,NO,ALTO,UV,ERASMUS
2024,12,2024-12-01,El Pla del Remei,Eixample,39.467,-0.373,480,130,46,15,136,0.29,A,221,0.6,4.1,35,137.1,494,0.09,2,9,4.3,NO,CRITICO,UV,ERASMUS
2024,12,2024-12-01,Mestalla,Quatre Carreres,39.465,-0.365,401,51,41,21,133,0.43,B,541,0.82,4.9,45,114.6,486,0.08,2,16,4.6,NO,ALTO,UPV,JOVEN_PROFESIONAL
2024,12,2024-12-01,La Saïdia,La Saïdia,39.478,-0.375,365,15,31,13,91,0.36,C,337,0.55,4.3,39,104.3,279,0.11,1,8,4.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,12,2024-12-01,Benicalap,Benicalap,39.49,-0.38,314,-36,39,13,104,0.36,D,320,0.38,3.8,27,89.7,315,0.12,2,7,4.1,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,12,2024-12-01,Orriols,La Saïdia,39.485,-0.368,298,-52,36,13,91,0.36,C,142,0.41,1.8,19,85.1,256,0.14,1,8,3.9,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,12,2024-12-01,Torrefiel,La Saïdia,39.487,-0.362,298,-52,38,24,115,0.18,B,312,0.8,2.8,24,85.1,365,0.1,1,20,4.4,SI,BAJO,UV,ESTUDIANTE
2024,12,2024-12-01,Ciutat Universitaria,Algirós,39.482,-0.345,373,23,33,18,95,0.26,A,503,0.68,1.3,9,106.6,284,0.12,1,14,4.2,SI,ALTO,UPV,ERASMUS
2024,12,2024-12-01,Arrancapins,Patraix,39.458,-0.375,331,-19,38,23,69,0.42,C,607,0.58,1,9,94.6,201,0.19,1,19,3.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,1,2025-01-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,478,128,33,16,104,0.36,B,406,0.5,1.3,13,136.6,369,0.09,0,11,4.5,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,1,2025-01-01,Benimaclet,Benimaclet,39.4815,-0.357,441,91,52,28,130,0.14,C,663,0.64,2.1,23,126,477,0.11,3,21,3.9,NO,CRITICO,UPV,ESTUDIANTE
2025,1,2025-01-01,El Carmen,Ciutat Vella,39.4735,-0.3775,462,112,34,19,72,0.33,D,394,0.61,1.6,14,132,240,0.14,1,15,3.6,NO,CRITICO,UV,ERASMUS
2025,1,2025-01-01,Campanar,Campanar,39.451,-0.339,372,22,34,11,60,0.37,D,184,0.77,2.6,20,106.3,154,0.22,0,6,3.2,SI,ALTO,UPV,JOVEN_PROFESIONAL
2025,1,2025-01-01,Patraix,Patraix,39.4605,-0.3605,356,6,34,20,101,0.16,C,452,0.78,2.1,25,101.7,312,0.11,0,16,4.3,SI,MEDIO,UPV,ESTUDIANTE
2025,1,2025-01-01,Algirós,Algirós,39.478,-0.3395,399,49,56,17,176,0.27,C,400,0.48,3.3,32,114,700,0.08,3,9,4.5,SI,ALTO,UPV,ERASMUS
2025,1,2025-01-01,Extramurs,Extramurs,39.469,-0.382,443,93,65,42,133,0.41,C,534,0.65,2.9,22,126.6,449,0.14,4,36,3.5,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,1,2025-01-01,El Pla del Remei,Eixample,39.467,-0.373,506,156,62,16,162,0.37,C,361,0.84,4.7,34,144.6,565,0.11,4,8,4,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,1,2025-01-01,Mestalla,Quatre Carreres,39.465,-0.365,434,84,41,13,96,0.2,B,358,0.53,3.4,26,124,361,0.11,1,7,3.8,NO,CRITICO,UPV,ESTUDIANTE
2025,1,2025-01-01,La Saïdia,La Saïdia,39.478,-0.375,416,66,32,17,108,0.12,C,464,0.52,3.4,26,118.9,415,0.08,0,12,4.7,NO,ALTO,UV,ESTUDIANTE
2025,1,2025-01-01,Benicalap,Benicalap,39.49,-0.38,355,5,50,28,153,0.24,D,638,0.8,3.6,36,101.4,528,0.09,2,22,4.4,SI,MEDIO,UV,ERASMUS
2025,1,2025-01-01,Orriols,La Saïdia,39.485,-0.368,341,-9,62,36,107,0.22,D,479,0.46,3.6,28,97.4,353,0.18,4,29,3.2,SI,MEDIO,UV,ESTUDIANTE
2025,1,2025-01-01,Torrefiel,La Saïdia,39.487,-0.362,345,-5,45,21,154,0.36,A,288,0.49,3.5,36,98.6,590,0.08,2,14,4.7,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,1,2025-01-01,Ciutat Universitaria,Algirós,39.482,-0.345,429,79,36,20,63,0.34,A,372,0.82,1.5,18,122.6,249,0.14,1,15,3.2,NO,CRITICO,UPV,JOVEN_PROFESIONAL
2025,1,2025-01-01,Arrancapins,Patraix,39.458,-0.375,364,14,48,25,130,0.11,D,716,0.59,1.4,12,104,393,0.12,2,19,4.1,SI,MEDIO,UV,ESTUDIANTE
2025,2,2025-02-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,488,138,37,11,113,0.13,B,198,0.69,1.9,22,139.4,412,0.09,1,6,4.4,NO,CRITICO,UV,ESTUDIANTE
2025,2,2025-02-01,Benimaclet,Benimaclet,39.4815,-0.357,446,96,41,20,106,0.22,C,408,0.79,3.5,29,127.4,379,0.11,1,14,4,NO,CRITICO,UPV,ESTUDIANTE
2025,2,2025-02-01,El Carmen,Ciutat Vella,39.4735,-0.3775,477,127,50,30,106,0.22,D,833,0.42,3.7,32,136.3,382,0.13,2,24,3.6,NO,CRITICO,UV,ERASMUS
2025,2,2025-02-01,Campanar,Campanar,39.451,-0.339,381,31,63,33,176,0.1,D,924,0.38,3.7,32,108.9,463,0.14,4,24,4.2,SI,ALTO,UPV,ESTUDIANTE
2025,2,2025-02-01,Patraix,Patraix,39.4605,-0.3605,373,23,52,23,173,0.34,B,618,0.56,2.6,29,106.6,598,0.09,3,15,4.6,SI,ALTO,UPV,JOVEN_PROFESIONAL
2025,2,2025-02-01,Algirós,Algirós,39.478,-0.3395,381,31,31,14,96,0.11,C,330,0.42,2.7,21,108.9,290,0.11,0,9,4.4,SI,ALTO,UPV,ESTUDIANTE
2025,2,2025-02-01,Extramurs,Extramurs,39.469,-0.382,442,92,63,17,177,0.14,B,458,0.76,4.3,37,126.3,541,0.12,4,9,4.2,NO,CRITICO,UV,ESTUDIANTE
2025,2,2025-02-01,El Pla del Remei,Eixample,39.467,-0.373,519,169,63,39,98,0.27,B,638,0.61,3.1,28,148.3,360,0.17,4,32,3.1,NO,CRITICO,UV,ERASMUS
2025,2,2025-02-01,Mestalla,Quatre Carreres,39.465,-0.365,433,83,34,19,68,0.2,C,460,0.63,4.5,36,123.7,237,0.14,1,14,3.5,NO,CRITICO,UPV,ESTUDIANTE
2025,2,2025-02-01,La Saïdia,La Saïdia,39.478,-0.375,404,54,63,32,105,0.37,D,414,0.64,5,47,115.4,327,0.19,4,23,3.2,NO,ALTO,UV,JOVEN_PROFESIONAL
2025,2,2025-02-01,Benicalap,Benicalap,39.49,-0.38,371,21,37,17,116,0.23,D,404,0.58,2.9,31,106,435,0.09,1,12,4.5,SI,ALTO,UV,ERASMUS
2025,2,2025-02-01,Orriols,La Saïdia,39.485,-0.368,333,-17,33,21,109,0.27,C,215,0.72,1.7,23,95.1,295,0.11,0,18,4.6,SI,MEDIO,UV,ERASMUS
2025,2,2025-02-01,Torrefiel,La Saïdia,39.487,-0.362,330,-20,34,19,105,0.19,C,386,0.8,3.5,27,94.3,311,0.11,0,15,4.4,SI,MEDIO,UV,ESTUDIANTE
2025,2,2025-02-01,Ciutat Universitaria,Algirós,39.482,-0.345,414,64,53,16,163,0.27,C,445,0.55,3.8,32,118.3,510,0.1,3,9,4.4,NO,ALTO,UPV,ERASMUS
2025,2,2025-02-01,Arrancapins,Patraix,39.458,-0.375,367,17,39,15,63,0.1,A,413,0.35,2.8,28,104.9,180,0.22,1,9,3.1,SI,MEDIO,UV,ESTUDIANTE
2025,3,2025-03-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,467,117,50,17,100,0.16,A,452,0.39,2.2,20,133.4,274,0.18,2,10,3.5,NO,CRITICO,UV,ESTUDIANTE
2025,3,2025-03-01,Benimaclet,Benimaclet,39.4815,-0.357,447,97,39,18,83,0.14,A,412,0.62,1.4,10,127.7,291,0.13,1,12,3.6,NO,CRITICO,UPV,ESTUDIANTE
2025,3,2025-03-01,El Carmen,Ciutat Vella,39.4735,-0.3775,471,121,58,25,147,0.21,D,635,0.6,4.5,36,134.6,484,0.12,3,17,3.9,NO,CRITICO,UV,ESTUDIANTE
2025,3,2025-03-01,Campanar,Campanar,39.451,-0.339,419,69,35,17,117,0.39,B,187,0.47,2.9,23,119.7,462,0.08,1,12,4.7,NO,ALTO,UPV,JOVEN_PROFESIONAL
2025,3,2025-03-01,Patraix,Patraix,39.4605,-0.3605,359,9,45,15,87,0.35,C,351,0.51,3.7,35,102.6,246,0.18,2,9,3.4,SI,MEDIO,UPV,JOVEN_PROFESIONAL
